Word1,Word2
direct_discourse,indirect_discourse
inorganically,organically
falling,rising
corruptibility,incorruptibility
playful,unplayful
improvident,provident
dysphemism,euphemism
manned,unmanned
classification,declassification
cubic,planar
painfully,painlessly
have,miss
protected,unprotected
stressed,unstressed
admit,exclude
autologous,heterologous
impoliteness,politeness
strength,weakness
questionable,unquestionable
dangerous,safe
seemliness,unseemliness
permissive,preventive
demonstrative,undemonstrative
fresh,stale
fledged,unfledged
alert,unalert
dominant,recessive
fire,hire
imperceptibly,perceptibly
geographic,magnetic
elegance,inelegance
align,skew
sound,unsound
dehumanize,humanize
malnourished,nourished
excusable,inexcusable
enlightening,unenlightening
black-and-white,color
double-barreled,single-barreled
salable,unsalable
believingly,unbelievingly
on_the_one_hand,on_the_other_hand
enrich,impoverish
congruity,incongruity
dehydrate,hydrate
scale_down,scale_up
anionic,cationic
busy,idle
credit,debit
intelligently,unintelligently
approve,disapprove
refresh,tire
destabilise,stabilise
colorful,colorless
indoor,outdoor
differ,equal
devolution,evolution
successfully,unsuccessfully
heterocercal,homocercal
twine,untwine
official,unofficial
cultivated_plant,weed
disservice,service
quiet,unquiet
atonicity,tonicity
extraversion,introversion
blow_up,reduce
decorousness,indecorousness
dishearten,hearten
mobile,stabile
settled,unsettled
critically,uncritically
distrust,trust
activity,inactivity
heavily,lightly
inwardly,outwardly
absorb,emit
analogous,homologous
button,unbutton
peaceful,unpeaceful
lidded,lidless
burden,unburden
energetic,lethargic
east,west
closeness,openness
electrolytic_cell,voltaic_cell
dynamic,undynamic
deregulate,regulate
insoluble,soluble
professional,unprofessional
endoergic,exoergic
monophonic,polyphonic
foreignness,nativeness
compatible,incompatible
advance,recede
coordination,incoordination
express,local
asynchronism,synchronism
downtime,uptime
binaural,monaural
changeable,unchangeable
idle,run
rifled,unrifled
dishonestly,honestly
insubordination,subordination
specified,unspecified
essential,inessential
fragrant,malodorous
inoperable,operable
birth,death
inferiority,superiority
hypertonus,hypotonus
beginning,end
creditor,debtor
irreplaceable,replaceable
autogamous,endogamous
exhaustible,inexhaustible
declarative,interrogative
rhythmical,unrhythmical
faithful,unfaithful
maternal,paternal
all,no
nonreciprocal,reciprocal
back,front
allopathy,homeopathy
sent,unsent
geared,ungeared
diversify,specialise
endogamy,exogamy
be_born,die
noticeable,unnoticeable
exterior,interior
immaterial,material
faceted,unfaceted
eyed,eyeless
adopted,native
curved,straight
lose,profit
appreciatively,unappreciatively
anaphrodisia,aphrodisia
active,passive
unwittingly,wittingly
destabilization,stabilization
sleeved,sleeveless
grammatically,ungrammatically
patronized,unpatronized
employment,unemployment
apophatism,cataphatism
formality,informality
close,open
depression,elation
disobedient,obedient
categoreme,syncategoreme
restful,restless
intolerant,tolerant
clearness,unclearness
obligated,unobligated
approbate,reprobate
enclosed,unenclosed
optimistic,pessimistic
early,middle
congruent,incongruent
branchless,branchy
bad,good
disorganized,organized
private,public
seasoned,unseasoned
convergency,divergency
acid-loving,alkaline-loving
newness,oldness
normal,paranormal
separation,union
inshore,offshore
divisible,indivisible
ravel,unravel
disingenuous,ingenuous
maximise,minimise
animated,unanimated
different,same
competently,incompetently
competition,cooperation
general_verdict,special_verdict
applicability,inapplicability
begrudge,wish
outbid,underbid
preventable,unpreventable
aptness,inaptness
spirited,spiritless
brainwashed,unbrainwashed
tame,wild
high_tide,low_tide
ambiversive,extroversive
multidimensional,unidimensional
linguistic,nonlinguistic
motorized,unmotorized
religious,secular
external,internal
female_parent,male_parent
gravity,levity
planned,unplanned
extraordinariness,ordinariness
cheerfulness,cheerlessness
long,short
responsiveness,unresponsiveness
ambiversion,extraversion
functioning,malfunctioning
humility,pride
catarrhine,platyrrhine
downstream,upstream
admire,look_down_on
furrowed,unfurrowed
exchangeability,unexchangeability
convergent,divergent
maxi,mini
convertible,inconvertible
chivalrously,unchivalrously
less,more
handmade,machine-made
cash,credit
correct,falsify
dysphoric,euphoric
dress_down,dress_up
ambiversion,introversion
anastigmatic,astigmatic
geocentric,heliocentric
ready,unready
adaptability,unadaptability
advisable,inadvisable
adscript,subscript
afloat,aground
detected,undetected
audibly,inaudibly
pretentiousness,unpretentiousness
disenfranchised,enfranchised
truthfulness,untruthfulness
deteriorate,recuperate
alternate,opposite
inboard,outboard
civilly,uncivilly
integration,segregation
short,tall
disjoin,join
extroversive,introversive
regulated,unregulated
anterior,posterior
humorless,humorous
aligned,nonaligned
extramural,intramural
oblique,parallel
thoughtful,thoughtless
maxi,midi
trustworthy,untrustworthy
interestingly,uninterestingly
crucial,noncrucial
disqualify,qualify
applaud,boo
cheerfully,cheerlessly
consonant,vowel
affixed,unaffixed
related,unrelated
retail,wholesale
cheerful,depressing
dedifferentiate,differentiate
strengthen,weaken
charged,uncharged
joy,sorrow
nonworker,worker
fathomable,unfathomable
capitalistic,socialistic
alkaline,amphoteric
fast_reactor,thermal_reactor
originality,unoriginality
large,small
femaleness,maleness
disintegrative,integrative
adjusted,unadjusted
employable,unemployable
merciful,merciless
bottom,top
impermeability,permeability
imperfection,perfection
footed,footless
requested,unrequested
offside,onside
concentrate,deconcentrate
discharge,enlist
fixed-width_font,proportional_font
deflation,inflation
enforced,unenforced
musical,unmusical
lighten,weigh_down
postdate,predate
expatriate,repatriate
beneficent,maleficent
illegitimate,legitimate
dehumidify,humidify
crescendo,decrescendo
aestivate,hibernate
live_birth,stillbirth
thickness,thinness
ill-advised,well-advised
irrelevantly,relevantly
recoverable,unrecoverable
full-time,part-time
sleeping,waking
authorized,unauthorized
reentrant_angle,salient_angle
constructive,destructive
faced,faceless
aquatic,terrestrial
rusted,rustless
hypertonicity,hypotonicity
belief,unbelief
staple,unstaple
comparable,incomparable
defined,undefined
bottom,side
altruistic,egoistic
centrifugal,centripetal
dissuade,persuade
dejected,elated
appropriately,inappropriately
completeness,incompleteness
caulked,uncaulked
meaningful,meaningless
deflationary,inflationary
enlivened,unenlivened
side,top
destabilize,stabilize
constancy,inconstancy
plowed,unplowed
restricted,unrestricted
soundness,unsoundness
injudiciously,judiciously
chartered,unchartered
instrumental,vocal
ceremoniously,unceremoniously
fewer,more
native,nonnative
a_posteriori,a_priori
demobilise,mobilise
curtained,curtainless
hierarchical,nonhierarchical
made,unmade
failing,passing
centralise,decentralise
pin,unpin
overbid,underbid
effervescent,noneffervescent
detribalisation,tribalisation
rewarding,unrewarding
criminalize,decriminalize
aerobic,anaerobic
coldhearted,warmhearted
demilitarize,militarize
immutableness,mutableness
immutable,mutable
medical,surgical
disorganize,organize
discreet,indiscreet
nonresident,resident
inseparably,separably
prophetic,unprophetic
unveiled,veiled
here,there
complimentary,uncomplimentary
appealing,unappealing
dysphoria,euphoria
best,worst
metamorphic,nonmetamorphic
necessary,unnecessary
curdle,homogenize
ecdemic,epidemic
effortfulness,effortlessness
feasibility,infeasibility
skillfulness,unskillfulness
thrifty,wasteful
seaworthy,unseaworthy
resist,surrender
tracked,trackless
posed,unposed
devoice,voice
appreciate,depreciate
toothed,toothless
quietly,unquietly
cosmopolitan,provincial
sharpen,soften
adult,juvenile
make,unmake
acyclic,cyclic
high_sea,territorial_waters
cardinal,ordinal
freelance,salaried
destroyed,preserved
fingered,fingerless
timeliness,untimeliness
bound,free
dull,sharp
liquid,solid
attributive,predicative
junior,senior
tearful,tearless
overexpose,underexpose
ashamed,unashamed
central,peripheral
offshore,onshore
acceptance,rejection
dissonance,harmony
invalidate,validate
clear,opaque
powerful,powerless
emigrate,immigrate
qualified,unqualified
de-energize,energize
fastened,unfastened
sheathe,unsheathe
dissuasive,persuasive
nonreticulate,reticulate
covertly,overtly
indoors,outdoors
wane,wax
appointive,elective
contrasty,flat
maximum,minimum
heavy,light
fresh_water,saltwater
feminine,masculine
awakened,unawakened
eat_in,eat_out
autumnal_equinox,vernal_equinox
high_quality,low_quality
imperceptible,perceptible
summery,vernal
optimistically,pessimistically
unwoven,woven
quantitative,syllabic
modifiable,unmodifiable
staged,unstaged
malted,unmalted
acquaintance,stranger
muzzle,unmuzzle
northern,southern
clear,cloudy
endemic,epidemic
succumb,survive
docile,stubborn
healthy,unhealthy
shout,whisper
generalist,specialist
ignore,notice
influential,uninfluential
usefulness,uselessness
stoppable,unstoppable
profane,sacred
saponified,unsaponified
anabolic,catabolic
certified,uncertified
perceptiveness,unperceptiveness
backed,backless
intemperate,temperate
seated,standing
loose,tight
deoxidise,oxidise
adnate,connate
monogamous,polygamous
nonrigid,rigid
antonymous,synonymous
shaded,unshaded
lower-class,upper-class
better,worsen
immunocompetent,immunodeficient
opacity,transparency
enlightened,unenlightened
courteously,discourteously
trained,untrained
hard,soft
painted,unpainted
germfree,germy
diploid,haploid
educated,uneducated
friendly,unfriendly
masochist,sadist
benevolence,malevolence
over-the-counter_drug,prescription_drug
dislodge,lodge
ride,walk
irrelevance,relevance
disincarnate,incarnate
monotonic,nonmonotonic
nominative,oblique
supportive,unsupportive
amply,meagerly
considerate,inconsiderate
paintable,unpaintable
oviparous,viviparous
disloyally,loyally
nonspeaking,speaking
melodiously,unmelodiously
pronation,supination
implausibility,plausibility
due,undue
premeditated,unpremeditated
concentric,eccentric
postprandial,preprandial
domineering,submissive
meatless,meaty
consolable,inconsolable
painful,painless
deflationary_spiral,inflationary_spiral
heedful,heedless
precede,succeed
fixed,unfixed
loving,unloving
acuteness,obtuseness
imponderable,ponderable
clasp,unclasp
permanently,temporarily
irreverence,reverence
definite,indefinite
exploited,unexploited
acquit,convict
decision,indecision
inviting,uninviting
neurotic,unneurotic
awned,awnless
approvingly,disapprovingly
free_state,slave_state
emptiness,fullness
extension,flexion
egalitarian,elitist
starchless,starchy
suitably,unsuitably
troubled,untroubled
bellied,bellyless
future,past
born,unborn
decreased,increased
monotheistic,polytheistic
arranged,disarranged
go,no-go
translatable,untranslatable
heterosexual,homosexual
capability,incapability
agreeable,disagreeable
repentant,unrepentant
international,national
irregularly,regularly
nonpartisan,partisan
courteous,discourteous
deciphered,undeciphered
high,low_spirits
empirical,theoretical
arrange,disarrange
diplomatic,undiplomatic
comedy,tragedy
chaste,unchaste
achlamydeous,chlamydeous
fatness,leanness
centralization,decentralization
convinced,unconvinced
consonantal,vocalic
intolerable,tolerable
cold_war,hot_war
assortative_mating,disassortative_mating
hypotensive,normotensive
bound,unbound
rh-negative,rh-positive
connect,disconnect
determined,undetermined
advertently,inadvertently
defensively,offensively
acrocarp,pleurocarp
civil,uncivil
clean,unclean
conditioned,unconditioned
impersonal,personal
likelihood,unlikelihood
autotrophic,heterotrophic
impenetrable,penetrable
criminalisation,decriminalisation
disentangle,entangle
obstructed,unobstructed
exempt,nonexempt
quickly,slowly
exclude,include
irreversibility,reversibility
hydric,mesic
congruous,incongruous
left,right
curve,straight_line
abstain,consume
female,male
illogically,logically
moving,nonmoving
easy,uneasy
illicit,licit
impossibly,possibly
hairless,hairy
theatrical,untheatrical
cheer,complain
responsive,unresponsive
joyless,joyous
credulously,incredulously
righteousness,unrighteousness
adoptable,unadoptable
attend,miss
acatalectic,catalectic
insolvency,solvency
rural_area,urban_area
pardonably,unpardonably
confined,unconfined
attraction,repulsion
pretentiously,unpretentiously
roll_up,unfurl
unveil,veil
expressible,inexpressible
female_child,male_child
maximize,minimize
articulate,inarticulate
hydrophilic,hydrophobic
illiterate,literate
studied,unstudied
attractively,unattractively
good_nature,ill_nature
contraindication,indication
buried,unburied
continual,sporadic
clean,dirty
treated,untreated
gain,reduce
friendly,hostile
advantageously,disadvantageously
diligent,negligent
compact,loose
respectability,unrespectability
bottle-fed,breast-fed
tapped,untapped
articulately,inarticulately
eukaryote,prokaryote
strain,unstrain
high_relief,low_relief
arenaceous,argillaceous
rested,tired
blur,focus
diversify,specialize
known,unknown
gutless,gutsy
anti,pro
instructive,uninstructive
unwellness,wellness
converge,diverge
impolitely,politely
danger,safety
in_hand,out_of_hand
bipedal,quadrupedal
caudal,cephalic
naivete,sophistication
armament,disarmament
leaky,tight
differentiate,integrate
aqueous,igneous
rightness,wrongness
disequilibrium,equilibrium
misogyny,philogyny
bless,curse
majuscule,minuscule
married,unmarried
punctuality,tardiness
dying,nascent
switch_off,switch_on
imprecision,precision
fastidious,unfastidious
touched,untouched
elastic,inelastic
ceilinged,floored
eared,earless
defense,offense
disengage,engage
eastern,western
isometric,isotonic
permissiveness,unpermissiveness
absorbable,adsorbable
masochistic,sadistic
hydric,xeric
bright,dull
ribbed,ribless
explicitness,inexplicitness
sheared,unsheared
certainty,uncertainty
association,disassociation
analytic,synthetic
instability,stability
inopportunely,opportunely
extracellular,intracellular
bisexual,heterosexual
complexity,simplicity
hipless,hipped
in_vitro,in_vivo
enjoy,suffer
three-piece,two-piece
off-site,on-site
nonsurgical,surgical
reliableness,unreliableness
denationalise,nationalise
seal,unseal
credible,incredible
clarity,opacity
shuttered,unshuttered
emotionally,unemotionally
characteristic,uncharacteristic
corporeal,incorporeal
fatty,nonfat
insincere,sincere
autogenous,heterogenous
credulous,incredulous
prospective,retrospective
dullness,sharpness
fame,infamy
remarkably,unremarkably
inspan,outspan
inward,outward
changeableness,changelessness
toned,toneless
endotoxin,exotoxin
decode,encode
humorlessly,humorously
important,unimportant
foolishly,wisely
sociability,unsociability
centrality,marginality
lined,unlined
sarcastic,unsarcastic
monism,pluralism
hardened,soft
improper,proper
dystopia,utopia
fairly,unfairly
rightfulness,wrongfulness
running,standing
conserve,waste
hungry,thirsty
colonise,decolonise
active,inactive
spineless,spinous
easterly,westerly
bearing,nonbearing
agnostic,gnostic
competitive,noncompetitive
scholarly,unscholarly
reactive,unreactive
seasonableness,unseasonableness
vernal,wintry
off,on
impressive,unimpressive
carnivorous,herbivorous
anticholinergic,cholinergic
buttoned,unbuttoned
finished,unfinished
improbable,probable
genuineness,spuriousness
ambiguity,unambiguity
adorned,unadorned
accordant,discordant
sedate,stimulate
leptorrhine,platyrrhine
altered,unaltered
illiberality,liberality
hop_on,hop_out
impermissibly,permissibly
dead,living
eligible,ineligible
eloquently,ineloquently
disunion,union
conformity,nonconformity
borrower,lender
rhetorical,unrhetorical
explicit,implicit
fortunately,unfortunately
anastalsis,peristalsis
cheaply,expensively
dissimilitude,similitude
listed,unlisted
minus,plus
over-the-counter_medicine,prescription_medicine
conscientious,unconscientious
dull,sharpen
skinless,skinned
gradual,steep
palatability,unpalatability
formalism,imitation
communicative,uncommunicative
earned,unearned
demobilization,mobilization
defense,prosecution
corrected,uncorrected
endomorphic,mesomorphic
closed_interval,open_interval
imprudently,prudently
pleasantness,unpleasantness
high-tech,low-tech
profitably,unprofitably
injured,uninjured
erect,unerect
postwar,prewar
tongued,tongueless
awkward,graceful
available,unavailable
far,near
illogicality,logicality
unusual,usual
explicable,inexplicable
thematic,unthematic
manageable,unmanageable
imaginatively,unimaginatively
gutlessness,gutsiness
negative_charge,positive_charge
carinate,ratite
classicist,romanticist
end-stopped,run-on
bequeath,disinherit
nonreversible,reversible
improperness,properness
luckily,unluckily
devitalize,vitalize
imperishable,perishable
deductible,nondeductible
credibility,incredibility
drinker,nondrinker
corrupt,incorrupt
exhale,inhale
immeasurably,measurably
benignancy,malignancy
colourful,colourless
headed,headless
lie,stand
overhead,surface
maximization,minimization
nonsignificant,significant
compliance,noncompliance
rusticity,urbanity
anisotropic,isotropic
consequence,inconsequence
intervention,nonintervention
dispose,indispose
downwardly,upwardly
aggressive,unaggressive
tastefulness,tastelessness
comfortable,uncomfortable
hide,show
clearheaded,confused
scheduled,unscheduled
nonresidential,residential
adoptive,biological
apocarpous,syncarpous
serviceable,unserviceable
call_option,put_option
dissimilar,similar
privately,publicly
certain,uncertain
hyperthyroidism,hypothyroidism
fold,unfold
applied,theoretical
catadromous,diadromous
passing,running
insentience,sentience
dystopian,utopian
overhand,underhand
sheathed,unsheathed
sold,unsold
illegality,legality
deciduous,evergreen
disproportionate,proportionate
Anglophilia,Anglophobia
reconstructed,unreconstructed
overvalue,undervalue
file_in,file_out
bad_weather,good_weather
back_burner,front_burner
reserved,unreserved
cauline,radical
eukaryotic,prokaryotic
insensitiveness,sensitiveness
coldness,hotness
inutility,utility
action,inaction
sunrise,sunset
multilane,single-lane
internationalism,nationalism
holophytic,holozoic
connotative,denotative
clip,unclip
unwrap,wrap
trustiness,untrustiness
statesmanlike,unstatesmanlike
equivocalness,unequivocalness
documented,undocumented
defeated,undefeated
functional,nonfunctional
disabling,enabling
lubricated,unlubricated
apojove,perijove
acidity,alkalinity
impermissible,permissible
soled,soleless
beseeching,imperative
desynchronize,synchronize
selfishly,unselfishly
hypernatremia,hyponatremia
foe,friend
evilness,goodness
unusualness,usualness
mesic,xeric
complaining,uncomplaining
seasonably,unseasonably
hurried,unhurried
intangible,tangible
invasive,noninvasive
agitate,calm
stand,yield
nonrepresentative,representative
enlightenment,unenlightenment
strap,unstrap
black,white
farness,nearness
feelingly,unfeelingly
round,square
husbandly,wifely
fretted,unfretted
carvel-built,clinker-built
pull_in,pull_out
convertibility,inconvertibility
monotheism,polytheism
oriented,unoriented
retentive,unretentive
fruitfully,fruitlessly
destructibility,indestructibility
sitter,stander
demanding,undemanding
extended,unextended
impalpability,palpability
difficulty,ease
disreputability,reputability
digestible,indigestible
inclined,vertical
extrusive,intrusive
hollow,solid
generic,varietal
roughen,smooth
overspend,underspend
graciously,ungraciously
careful,careless
fast_lane,slow_lane
move,stay
irresponsibleness,responsibleness
gradual,sudden
damaged,undamaged
negativeness,positiveness
hate,love
conformist,nonconformist
sociable,unsociable
tipped,untipped
cultivated,uncultivated
informative,uninformative
oldness,youngness
biennial,perennial
flattering,unflattering
understood,ununderstood
immorally,morally
anapsid,diapsid
figuratively,literally
dryness,wetness
printable,unprintable
tucked,untucked
knot,unknot
content,discontent
equatorial,polar
fertile,sterile
nonvolatile_storage,volatile_storage
creative,uncreative
exchangeable,unexchangeable
analysis,synthesis
loamless,loamy
aplacental,placental
demonetization,monetization
irresponsibly,responsibly
dysgenic,eugenic
membered,memberless
imperfectibility,perfectibility
diluted,undiluted
potted,unpotted
useful,useless
apteral,peripteral
finitely,infinitely
concise,prolix
insecure,secure
contraindicate,indicate
extinguish,ignite
likely,unlikely
inflected,uninflected
legato,staccato
bad_egg,good_egg
frail,robust
thickly,thinly
exportable,unexportable
bar,unbar
dramatic,undramatic
nonspatial,spatial
handed,handless
illogical,logical
admit,deny
provocative,unprovocative
competent,incompetent
gratefully,ungratefully
accommodating,unaccommodating
formal,informal
air-to-air,air-to-surface
dependent,independent
log_in,log_out
idiographic,nomothetic
off-line,on-line
sparkling,still
insubstantial,substantial
alive,dead
negative,positive
alterability,unalterability
fashionably,unfashionably
abstract,concrete
functional,organic
allopathic,homeopathic
stableness,unstableness
monolingual,multilingual
insufficiency,sufficiency
stay_in_place,travel
distal,mesial
arise,sit_down
likeliness,unlikeliness
implausible,plausible
self-consciously,unselfconsciously
carnivorous,omnivorous
act,refrain
e-mail,snail_mail
ambitiously,unambitiously
consumptive,generative
seeded,unseeded
fertility,infertility
fair,unfair
palatably,unpalatably
presidential,unpresidential
characteristically,uncharacteristically
overestimate,underestimate
intractability,tractability
stuff,unstuff
compartmented,uncompartmented
desegregate,segregate
officially,unofficially
hospitableness,inhospitableness
cautious,incautious
cry,laugh
bloodily,bloodlessly
hook,unhook
deep,shallow
bear,bull
cross-eyed,walleyed
breakableness,unbreakableness
unwebbed,webbed
ionic,nonionic
linger,rush
expediently,inexpediently
oiled,unoiled
gusseted,ungusseted
ill-being,well-being
displeased,pleased
hereness,thereness
bad_luck,good_luck
tie,untie
cast_off,cast_on
determinate,indeterminate
deaden,enliven
dehiscent,indehiscent
afraid,unafraid
fashionable,unfashionable
loved,unloved
irreparable,reparable
add,take_away
invariableness,variableness
buckle,unbuckle
moving,unmoving
hopefully,hopelessly
dumb_bomb,smart_bomb
linear,planar
corporeality,incorporeality
fallibility,infallibility
unwitting,witting
anaclinal,cataclinal
penalty,reward
leaded_gasoline,unleaded_gasoline
multivalent,univalent
immotility,motility
nonpregnant,pregnant
nonsubmersible,submersible
comparably,incomparably
inopportuneness,opportuneness
anisotropy,isotropy
knowingly,unknowingly
discourage,encourage
implacable,placable
insensitive,sensitive
nonspecific,specific
asymmetrical,symmetrical
sour,sweeten
half,whole
renewable,unrenewable
arboreal,nonarboreal
guilty,innocent
ashamedly,unashamedly
realistically,unrealistically
comprehensible,incomprehensible
nonoperational,operational
cursorial,fossorial
attached,detached
harness,unharness
audibility,inaudibility
fall,rise
crosswise,lengthwise
oviparous,ovoviviparous
obscurity,prominence
reassure,worry
brighten,darken
binucleate,mononuclear
disrepute,repute
demagnetise,magnetise
poverty,wealth
compatibly,incompatibly
tidiness,untidiness
forget,mind
common,uncommon
lawfully,lawlessly
multinucleate,uninucleate
conclusiveness,inconclusiveness
overdress,underdress
away_game,home_game
framed,unframed
legalise,outlaw
approachable,unapproachable
unwelcome,welcome
intangibility,tangibility
invertible,non-invertible
immaturely,maturely
conform,deviate
head,rear
benign,malign
acropetal,basipetal
destabilisation,stabilisation
formed,unformed
fearfulness,fearlessness
general,local
dove,hawk
tidy,untidy
paper_loss,paper_profit
fearfully,fearlessly
lose,win
holy,unholy
dishonest,honest
motivated,unmotivated
intractable,tractable
hurriedly,unhurriedly
intoxicated,sober
unweave,weave
be_well,suffer
immoderation,moderation
happily,unhappily
servile,unservile
fractional,whole
crossed,uncrossed
conductor,insulator
free,obstruct
aperiodic,periodic
occidentalize,orientalize
reliable,unreliable
atonic,tonic
even,uneven
mated,unmated
directly,indirectly
crystalline,noncrystalline
discouraging,encouraging
malicious,unmalicious
inhibited,uninhibited
complainingly,uncomplainingly
dress,undress
irresponsible,responsible
green,ripe
impurity,purity
brotherly,sisterly
smart,stupid
carpeted,uncarpeted
diversified,undiversified
issue,recall
contented,discontented
enforceable,unenforceable
externally,internally
integrated,segregated
apropos,malapropos
insurability,uninsurability
catarrhine,leptorrhine
live_in,live_out
disembarkation,embarkation
boarding_school,day_school
contested,uncontested
appropriateness,inappropriateness
glorious,inglorious
aboral,oral
rhymed,unrhymed
drinkable,undrinkable
nonprehensile,prehensile
headed,unheaded
reality,unreality
centralized,decentralized
intelligible,unintelligible
predictability,unpredictability
nonpolitical,political
falsity,truth
efficacious,inefficacious
hyperpigmentation,hypopigmentation
fraternal,identical
savory,unsavory
collected,uncollected
concentrated,distributed
desalinate,salinate
packaged,unpackaged
compress,decompress
active,extinct
hardware,software
detribalization,tribalization
equality,inequality
screw,unscrew
female_offspring,male_offspring
dehydrogenate,hydrogenate
convergence,divergence
classified,unclassified
erase,record
signed,unsigned
institutionalized,noninstitutionalized
adequately,inadequately
organized,unorganized
institutional,noninstitutional
seductive,unseductive
go_off,go_on
intrusive,unintrusive
herbivorous,insectivorous
constitutionally,unconstitutionally
reportable,unreportable
edifying,unedifying
selfishness,unselfishness
technophile,technophobe
depart,stay
blue-collar,white-collar
effectiveness,ineffectiveness
exciting,unexciting
irreconcilable,reconcilable
impatiently,patiently
fixedness,looseness
faithfulness,unfaithfulness
age,rejuvenate
dignified,undignified
irreversible,reversible
expired,unexpired
balconied,unbalconied
chromatic,diatonic
deniable,undeniable
immodest,modest
irresolutely,resolutely
dispensability,indispensability
distributary,tributary
satisfactoriness,unsatisfactoriness
cool,warm
nonrandom,random
acquisitive,unacquisitive
shrinkable,unshrinkable
flexibility,inflexibility
designed,undesigned
blind,sighted
adroitly,maladroitly
irritate,soothe
controversial,uncontroversial
pack,unpack
summer_solstice,winter_solstice
alternating,direct
high_explosive,low_explosive
nonviolently,violently
day_school,night_school
claim,forfeit
funded,unfunded
middle-class,upper-class
approachability,unapproachability
continue,discontinue
Anglican,Nonconformist
nonsyllabic,syllabic
grudgingly,ungrudgingly
optimism,pessimism
civil,sidereal
live,recorded
curious,incurious
empty,fill
highness,lowness
argumentative,unargumentative
nominal,real
grammatical,ungrammatical
tasteful,tasteless
dislike,like
disrespect,respect
democratically,undemocratically
couple,uncouple
congenial,uncongenial
identifiable,unidentifiable
comprehension,incomprehension
mindfully,unmindfully
accustomed,unaccustomed
nonparticipation,participation
intelligent,unintelligent
demerit,merit
purge,rehabilitate
aunt,uncle
truthful,untruthful
even-toed_ungulate,odd-toed_ungulate
activation,inactivation
bipolar,unipolar
continuous,discontinuous
desynchronise,synchronise
illogicalness,logicalness
heterogeneity,homogeneity
deceive,undeceive
nontoxic,toxic
reassuring,unreassuring
correct,incorrect
consideration,inconsideration
cyclic,noncyclic
amphibious,terrestrial
sleep,wake
intense,mild
anhydrous,hydrous
profitable,unprofitable
silence,sound
approval,disapproval
starless,starry
filial,parental
roofed,roofless
ill-defined,well-defined
pretentious,unpretentious
punished,unpunished
yang,yin
imprudent,prudent
immoral,moral
anemophilous,entomophilous
punctual,unpunctual
fictional,nonfictional
compliant,defiant
humaneness,inhumaneness
coherent,incoherent
collapsible,noncollapsible
gloved,gloveless
endocentric,exocentric
nonproprietary,proprietary
deflate,inflate
alienable,inalienable
nobleman,noblewoman
conceit,humility
addicted,unaddicted
determinable,indeterminable
re-entrant,salient
contamination,decontamination
allochthonous,autochthonous
illegitimacy,legitimacy
acatalectic,hypercatalectic
advantageous,disadvantageous
glazed,unglazed
tasteless,tasty
immeasurable,measurable
portable,unportable
lowborn,noble
emotional_person,unemotional_person
equal,unequal
communicate,excommunicate
composed,discomposed
broadly,narrowly
unwooded,wooded
expected,unexpected
freeze,unfreeze
effector,receptor
criminalise,decriminalise
often,rarely
flash-forward,flashback
buy,sell
commercial,noncommercial
decently,indecently
pleasant,unpleasant
bring,take_away
exculpatory,inculpatory
rotor,stator
get_off,get_on
trimmed,untrimmed
insubstantiality,substantiality
neap_tide,springtide
irremovable,removable
defeat,victory
adaptable,unadaptable
exaugural,inaugural
downmarket,upmarket
magnetic,nonmagnetic
abactinal,actinal
orthodoxy,unorthodoxy
avirulent,virulent
dysgenics,eugenics
dry_fly,wet_fly
nonpayment,payment
narrowness,wideness
hospitality,inhospitality
intensifying,moderating
passionate,passionless
start,stop
sure,unsure
pigeon-toed,splayfooted
corpuscular_theory,wave_theory
regretful,unregretful
dishonor,honor
highland,lowland
default,pay_up
activeness,inactiveness
sonic,subsonic
deficit,lead
keep,lose
close_up,open_up
clear,unclear
convergent_thinking,divergent_thinking
armed,armless
brachycephalic,dolichocephalic
tactful,tactless
accessible,inaccessible
bodied,unbodied
cenogenesis,palingenesis
feminine,neuter
encumbered,unencumbered
balance,unbalance
attendance,nonattendance
reliably,unreliably
inhabited,uninhabited
nontechnical,technical
closed_circuit,open_circuit
precedented,unprecedented
adaptive,maladaptive
complex_instruction_set_computing,reduced_instruction_set_computing
agonist,antagonist
aliquant,aliquot
flexibly,inflexibly
immobile,mobile
autogamous,exogamous
acaudate,caudate
demotion,promotion
necked,neckless
confident,diffident
interesting,uninteresting
protective,unprotective
bridle,unbridle
abused,unabused
active,stative
calcicolous,calcifugous
affirmation,reversal
demystify,mystify
contemptible,estimable
dry-bulb_thermometer,wet-bulb_thermometer
dull,lively
involvement,non-involvement
anti-American,pro-American
contracted,expanded
annual,biennial
favorable,unfavorable
loud,soft
adequate,inadequate
breasted,breastless
extrovert,introvert
judgment_in_personam,judgment_in_rem
antapex,apex
narrow,widen
ascending,descending
noisily,quietly
bivalent,univalent
critical,noncritical
disinfect,infect
nay,yea
lower-class,middle-class
improvidently,providently
poor,rich
combustible,noncombustible
displeasing,pleasing
decrease,increase
insensitivity,sensitivity
behave,misbehave
attractive,repulsive
intransitively,transitively
derequisition,requisition
insubordinate,subordinate
full-term,premature
cork,uncork
driver,nondriver
exploratory,nonexploratory
double,single
civilian,serviceman
anestrous,estrous
nonrepetitive,repetitive
anabatic,katabatic
ambiversive,introversive
atypical,typical
ill,well
awaken,cause_to_sleep
unwieldy,wieldy
lighted,unlighted
truthfully,untruthfully
dispensable,indispensable
civil_law,international_law
empirically,theoretically
